song_id,title,primary_artist,artists,artists_list,artist_count,text_damaged,n_sources,release_date,release_year,explicit,primary_genre,artist_country,bpm,danceability,energy,valence,acousticness,artist2025_name,artist2025_rank,artist2025_monthly_listeners_millions_mar2026,artist2025_followers_millions,artist2025_grammy_wins,artist2025_debut_year,artist2025_primary_genre,artist2025_country,artist2025_gender,artist2025_top_song,sp2023_title,sp2023_artists,sp2023_artist_count,sp2023_release_date,sp2023_release_year,sp2023_spotify_playlists,sp2023_spotify_charts,sp2023_streams,sp2023_apple_playlists,sp2023_apple_charts,sp2023_deezer_playlists,sp2023_deezer_charts,sp2023_shazam_charts,sp2023_bpm,sp2023_key,sp2023_mode,sp2023_danceability,sp2023_valence,sp2023_energy,sp2023_acousticness,sp2023_instrumentalness,sp2023_liveness,sp2023_speechiness,sp2024_title,sp2024_artists,sp2024_artist_count,sp2024_album_name,sp2024_isrc,sp2024_release_date,sp2024_release_year,sp2024_all_time_rank,sp2024_track_score,sp2024_spotify_streams,sp2024_spotify_playlist_count,sp2024_spotify_playlist_reach,sp2024_spotify_popularity,sp2024_youtube_views,sp2024_youtube_likes,sp2024_tiktok_posts,sp2024_tiktok_likes,sp2024_tiktok_views,sp2024_youtube_playlist_reach,sp2024_apple_music_playlist_count,sp2024_airplay_spins,sp2024_siriusxm_spins,sp2024_deezer_playlist_count,sp2024_deezer_playlist_reach,sp2024_amazon_playlist_count,sp2024_pandora_streams,sp2024_pandora_track_stations,sp2024_soundcloud_streams,sp2024_shazam_counts,sp2024_explicit,alltime_title,alltime_artists,alltime_artist_count,alltime_rank,alltime_total_streams,alltime_primary_genre,alltime_artist_country,alltime_bpm,alltime_release_year,alltime_explicit,alltime_danceability,alltime_energy,alltime_valence,alltime_acousticness,wrapped2025_title,wrapped2025_artists,wrapped2025_artist_count,wrapped2025_rank,wrapped2025_streams,wrapped2025_primary_genre,wrapped2025_artist_country,wrapped2025_bpm,wrapped2025_duration_seconds,wrapped2025_release_year,wrapped2025_peak_global_chart_position,wrapped2025_explicit,wrapped2025_danceability,wrapped2025_energy,wrapped2025_valence,wrapped2025_acousticness
4394,Vacation,Dirty Heads,Dirty Heads,Dirty Heads,1,False,1,2017-08-11,2017,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vacation,Dirty Heads,1,Vacation,USDPK1700118,2017-08-11,2017,3147,24.6,253490559,78414,9539906,20,157050046,2249067,4715901,389010308,4610799658,3057202,16,8106,59,9,3638,3,70579414,71144,,2770196,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4395,VAGABUNDO,Sebastian Yatra,"Sebastian Yatra, Manuel Turizo, Be�",Sebastian Yatra; Manuel Turizo; Be�,3,True,2,2023-05-12,2023,False,,,127,0.82,0.85,0.89,0.04,,,,,,,,,,,VAGABUNDO,"Sebastian Yatra, Manuel Turizo, Be�",3,2023-05-12,2023,1094,34,90839753,40,58,47,8,203,127,B,Minor,0.82,0.89,0.85,0.04,0.0,0.23,0.06,VAGABUNDO,Sebastian Yatra,1,VAGABUNDO,USUM72305982,2023-05-12,2023,578,63.3,337650898,44292,44021764,75,226249916,862952,241103,34797656,505139679,186376381,59,66673,67,47,2145616,65,5524025,774,26325,1434689,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4396,Vai L� Em Casa,Mar�lia Mendon�a,"Mar�lia Mendon�a, George Henrique &",Mar�lia Mendon�a; George Henrique &,2,True,1,2021-10-22,2021,,,,158,0.46,0.83,0.62,0.53,,,,,,,,,,,Vai L� Em Casa,"Mar�lia Mendon�a, George Henrique &",2,2021-10-22,2021,772,0,263894529,7,3,89,0,0,158,G#,Minor,0.46,0.62,0.83,0.53,0.0,0.97,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4397,Vaina Loca,Ozuna,Ozuna,Ozuna,1,False,1,2018-06-28,2018,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vaina Loca,Ozuna,1,Vaina Loca,USXDR1800901,2018-06-28,2018,1963,32.5,818413674,68379,22527293,68,1084871772,3856569,272598,6087146,66017796,355660176,38,14367,204,34,178470,35,75922189,14002,,1916459,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4398,Vai Novinha Ah Ah Ah,Dyamante DJ,Dyamante DJ,Dyamante DJ,1,False,1,2023-05-25,2023,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vai Novinha Ah Ah Ah,Dyamante DJ,1,Ritmo dos Crias,BCWV12300010,2023-05-25,2023,3144,24.6,110960415,19488,9334970,56,24459499,297749,649200,157146491,2161832887,,9,401,,12,363903,2,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4399,"Valerie - Live At BBC Radio 1 Live Lounge, London / 2007",Amy Winehouse,Amy Winehouse,Amy Winehouse,1,False,1,2024-04-12,2024,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Valerie - Live At BBC Radio 1 Live Lounge, London / 2007",Amy Winehouse,1,Back To Black: Songs From The Original Motion Picture,GBCAD2000628,2024-04-12,2024,974,48.9,562814594,17,25810,,,,,,,,,,,1,530,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4400,Vamos Aclarando Muchas Cosas - En Vivo,Codiciado,Codiciado,Codiciado,1,False,1,2022-09-02,2022,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vamos Aclarando Muchas Cosas - En Vivo,Codiciado,1,Vamos Aclarando Muchas Cosas (En Vivo),QZQMB2102927,2022-09-02,2022,2887,26.0,145135597,15952,3101333,65,226936682,537097,235860,10955274,181357126,34156826,3,536,,,,1,25569248,5096,,486827,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4401,Vamos Para Arriba,Junior H,Junior H,Junior H,1,False,1,2022-06-03,2022,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vamos Para Arriba,Junior H,1,Vamos Para Arriba,USWL12200487,2022-06-03,2022,3156,24.6,223422665,24041,6404217,66,236583955,923052,68700,5885095,60653564,,8,,,,,2,16898793,3407,,607267,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4402,Vamp Anthem,Playboi Carti,Playboi Carti,Playboi Carti,1,False,1,2020-12-25,2020,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vamp Anthem,Playboi Carti,1,Whole Lotta Red,USUM72024688,2020-12-25,2020,4332,20.2,291244404,103342,8912802,69,41936586,623466,49800,23797925,181718624,64980965,3,117,,4,11374,,978492,4994,,361371,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4403,Vampire,Olivia Rodrigo,Olivia Rodrigo,Olivia Rodrigo,1,False,3,2023-06-30,2023,True,Pop Rock,USA,138,0.51,0.53,0.32,0.17,Olivia Rodrigo,13,64.8,56,5,2021,Pop/Indie,USA,Female,Vampire,vampire,Olivia Rodrigo,1,2023-06-30,2023,1397,113,140003974,94,207,91,14,949,138,F,Major,0.51,0.32,0.53,0.17,0.0,0.31,0.06,vampire,Olivia Rodrigo,1,vampire,USUG12304091,2023-06-30,2023,138,128.9,998964097,90793,87801398,18,113450524,2108657,394640,152624014,1448207880,1111017294,173,161513,93,61,5239925,128,28318435,67590,4296515,4872257,True,,,,,,,,,,,,,,,Vampire,Olivia Rodrigo,1,40,670000000,Pop Rock,USA,91,218,2023,1,False,0.52,0.58,0.44,0.08
4404,Vampiro,Matu�,"Matu�, Wiu,",Matu�; Wiu,2,True,2,2022-01-30,2022,False,,,115,0.78,0.64,0.63,0.01,,,,,,,,,,,Vampiro,"Matu�, Wiu,",3,2022-01-30,2022,540,4,187772591,26,3,39,0,0,115,G#,Minor,0.78,0.63,0.64,0.01,0.0,0.07,0.04,Vampiro,Matu�,1,Vampiro,BXW922100034,2022-03-29,2022,3527,22.9,250112783,37790,7871652,67,207570990,2206717,77011,12026795,81406851,27177813,18,250,,29,251363,5,,,,124505,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4405,Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,Doja Cat,Doja Cat,1,False,2,2022-05-06,2022,True,,,160,0.8,0.6,0.74,0.08,Doja Cat,24,52.7,44,3,2018,Pop/Hip-Hop,USA,Female,Nissan Altima,Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,1,2022-05-06,2022,4576,0,448500832,79,13,93,0,17,160,G#,Minor,0.8,0.74,0.6,0.08,0.0,0.14,0.26,Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,1,Vegas (From the Original Motion Picture Soundtrack ELVIS),USRC12201441,2022-05-06,2022,509,68.2,553783547,83450,40562156,68,238368386,2671201,481825,313806405,2994040421,62996039,57,355757,1832,25,274193,51,80033346,22268,,3470453,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4406,Veggie Dance,Gracie's Corner,Gracie's Corner,Gracie's Corner,1,False,1,2024-04-05,2024,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Veggie Dance,Gracie's Corner,1,Veggie Dance,QZHNA2455146,2024-04-05,2024,2187,30.6,2279039,222,58855,55,43379343,332023,,21260608,161578600,,1,,,,,6,251021,2748,,33195,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4407,Veggie Dance - Remix,Gracie's Corner,Gracie's Corner,Gracie's Corner,1,False,1,2024-05-31,2024,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Veggie Dance - Remix,Gracie's Corner,1,Veggie Dance (Remix) - Single,CH7819500531,2024-05-31,2024,4091,21.0,173242,19,378669,,7618257,63190,226,,,,,,,,,,2218,115,,3079,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4408,"Ve Kamleya (From ""Rocky Aur Rani Kii Prem Kahaani"")",Pritam,Pritam,Pritam,1,False,1,2023-07-18,2023,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ve Kamleya (From ""Rocky Aur Rani Kii Prem Kahaani"")",Pritam,1,"Ve Kamleya (From ""Rocky Aur Rani Kii Prem Kahaani"")",INH102310310,2023-07-18,2023,2495,28.5,97050082,6294,9201752,68,159263795,1268052,,,,86077494,14,475,,,,6,,,,112876,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4409,Vem Desestressar,MC PH,MC PH,MC PH,1,False,1,2024-04-04,2024,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vem Desestressar,MC PH,1,Vem Desestressar,BXG6R2400152,2024-04-04,2024,2177,30.8,35473387,3432,20567305,69,28992482,285938,,,,14913529,4,3,,15,12589266,16,34,,,38259,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4410,vendetta!,MUPP,MUPP,MUPP,1,False,1,2022-05-20,2022,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vendetta!,MUPP,1,vendetta!,QM4TX2285434,2022-05-20,2022,2773,26.7,317919778,77387,27153082,68,51618223,617981,11600,6821906,60936894,28998158,17,,,3,91280,,3261038,2540,,825474,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4411,Venom - Music From The Motion Picture,Eminem,Eminem,Eminem,1,False,1,2018-08-31,2018,True,,,,,,,,Eminem,22,54.8,72,15,1996,Hip-Hop,USA,Male,Houdini,,,,,,,,,,,,,,,,,,,,,,,,Venom - Music From The Motion Picture,Eminem,1,Kamikaze,USUM71813345,2018-08-31,2018,1290,41.4,788282679,139716,24601490,68,872454191,11385109,979801,566011362,5580305533,54163882,17,486,,8,245877,7,81227283,135394,2158019,4124065,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4412,Venom,Sintage,Sintage,Sintage,1,False,1,2023-04-21,2023,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Venom,Sintage,1,Paralyzing Chains,DEQN42200113,2023-04-21,2023,3102,24.8,15579,55,999,10,244394638,4972045,,,,18310802,,6,,,,,,,,9,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4413,Vente Pa' Ca,Ricky Martin,Ricky Martin,Ricky Martin,1,False,1,2016-09-22,2016,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vente Pa' Ca,Ricky Martin,1,Vente Pa' Ca,USSD11600252,2016-09-22,2016,1467,38.2,613961293,57564,22110798,66,2008509134,5299342,291135,59964525,416104248,333494165,70,13945,36,48,223157,53,54891883,22841,,4173066,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4414,Versace on the Floor,Bruno Mars,Bruno Mars,Bruno Mars,1,False,1,2016-11-17,2016,False,,,,,,,,Bruno Mars,17,59.4,65,15,2010,Pop/R&B,USA,Male,APT.,,,,,,,,,,,,,,,,,,,,,,,,Versace on the Floor,Bruno Mars,1,24K Magic,USAT21602949,2016-11-17,2016,3949,21.5,797648369,64011,17977153,72,733721686,4991700,200226,11637624,99524212,157272972,73,18787,2,32,689571,11,93218337,92006,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4415,Verte Ir,DJ Luian,DJ Luian,DJ Luian,1,False,1,2019-03-28,2019,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Verte Ir,DJ Luian,1,Verte Ir,QZ7B81700011,2019-03-28,2019,2622,27.5,550967367,65928,18945081,64,728468384,3473098,11200,1930550,20847094,137102567,35,3884,17,7,293349,12,73700065,8531,,1353531,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4416,Very Cute Melody by Marimba Tone (39813),mitsu sound,mitsu sound,mitsu sound,1,False,1,2023-12-31,2023,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very Cute Melody by Marimba Tone (39813),mitsu sound,1,Very Cute Melody by Marimba Tone (39813),RUA1H2406425,2023-12-31,2023,62,186.5,1384,2,801,,222076,5430,5013500,605320683,8811416708,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4417,Very Sad,Enchan,Enchan,Enchan,1,False,1,2022-11-23,2022,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very Sad,Enchan,1,Very Sad,SGB502288016,2022-11-23,2022,2309,29.8,1426122,284,21377,,1328757,33856,2500896,143257450,2151095470,,,2,,1,98031,,,,,314385,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4418,Vete,Bad Bunny,Bad Bunny,Bad Bunny,1,False,1,2019-11-21,2019,True,,,,,,,,Bad Bunny,4,84.2,89,0,2016,Reggaeton,Puerto Rico,Male,NUEVAYoL,,,,,,,,,,,,,,,,,,,,,,,,Vete,Bad Bunny,1,Vete,QMFME1914637,2019-11-21,2019,1702,35.4,991885224,101177,25041872,64,600051690,4073946,42606,8039160,76307093,140792004,113,11246,83,40,216331,14,126271911,38291,,1422487,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4419,Vette Motors,YoungBoy Never Broke Again,YoungBoy Never Broke Again,YoungBoy Never Broke Again,1,False,1,2022-06-10,2022,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vette Motors,YoungBoy Never Broke Again,1,Vette Motors - Single,USAT22207312,2022-06-10,2022,3814,21.9,80585683,16202,12738423,19,88959234,770086,20100,5242187,42977111,332784168,3,1144,,1,4717,7,,,19542228,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4420,VIBE (feat. Jimin of BTS),TAEYANG,"TAEYANG, Jimin",TAEYANG; Jimin,2,False,2,2023-01-13,2023,False,,,100,0.79,0.68,0.6,0.07,,,,,,,,,,,VIBE (feat. Jimin of BTS),"TAEYANG, Jimin",2,2023-01-13,2023,415,2,152850295,15,40,21,1,15,100,,Major,0.79,0.6,0.68,0.07,0.0,0.26,0.04,VIBE (feat. Jimin of BTS),TAEYANG,1,VIBE,KSA002300017,2023-01-13,2023,3372,23.6,218831350,14013,18896639,60,144395167,,236412,100972780,595970672,6017263,9,5595,32,7,478895,12,1673206,594,,322685,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4421,VIBEZ,DaBaby,DaBaby,DaBaby,1,False,1,2019-09-27,2019,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VIBEZ,DaBaby,1,KIRK,USUM71919281,2019-09-27,2019,1470,38.2,432315500,95756,16692750,59,161619855,1879161,5017600,146241546,1119929038,6676480,38,44945,202,11,9718,,85830613,38488,,1172142,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4422,vice city,XXXTENTACION,XXXTENTACION,XXXTENTACION,1,False,1,2022-01-28,2022,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vice city,XXXTENTACION,1,vice city,USQX92105542,2022-01-28,2022,4343,20.2,111369377,60104,6976080,64,100696513,1725109,365,15618,198631,704154,4,108,2,4,132917,5,927112,1727,,166343,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4423,Victoria�s,Jax,Jax,Jax,1,True,1,2022-06-30,2022,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Victoria�s,Jax,1,Victoria�s,USAT22208037,2022-06-30,2022,1616,36.5,161267092,28607,7345512,62,60783794,1205587,269447,80682415,667522423,2425897442,9,234760,1543,2,64490,27,71491331,56598,1800837,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4424,Vida de Rico,Camilo,Camilo,Camilo,1,False,1,2020-09-21,2020,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vida de Rico,Camilo,1,Vida de Rico,USSD12000388,2020-09-21,2020,767,55.4,568823269,54968,26455856,64,1094129734,7637000,1913634,77602054,835046287,149145491,112,45003,73,24,135286,39,21813224,14722,,1819660,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4425,Vida Gangster,Lauty Gram,Lauty Gram,Lauty Gram,1,False,1,2022-12-08,2022,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vida Gangster,Lauty Gram,1,Vida Gangster,QZW9M2268068,2022-12-08,2022,1358,40.2,105604106,20571,4824421,56,161745200,938841,1776600,145856351,1721191403,774814,,178,,3,3434,1,,,,329440,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4426,"Vigdiyan Heeran (From ""Honey 3.0"")",Yo Yo Honey Singh,Yo Yo Honey Singh,Yo Yo Honey Singh,1,False,1,2024-03-15,2024,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vigdiyan Heeran (From ""Honey 3.0"")",Yo Yo Honey Singh,1,Honey 3.0,INZ031414584,2024-03-15,2024,3331,23.8,12044437,361,1194858,,46011423,1888358,,,,,,5,,,,8,,,,64035,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4427,Vigilante Shit,Taylor Swift,Taylor Swift,Taylor Swift,1,False,1,2022-10-21,2022,,,,80,0.8,0.28,0.16,0.17,Taylor Swift,2,107.5,110,14,2006,Pop/Country,USA,Female,Fortnight,Vigilante Shit,Taylor Swift,1,2022-10-21,2022,1948,0,253650850,12,9,16,0,0,80,E,Minor,0.8,0.16,0.28,0.17,0.0,0.12,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4428,"Villano Antillano: Bzrp Music Sessions, Vol. 51",Bizarrap,"Bizarrap, Villano Antillano",Bizarrap; Villano Antillano,2,False,2,2022-06-08,2022,True,,,128,0.82,0.75,0.42,0.06,,,,,,,,,,,"Villano Antillano: Bzrp Music Sessions, Vol. 51","Bizarrap, Villano Antillano",2,2022-06-08,2022,1401,0,248511839,26,16,17,0,1,128,C#,Minor,0.82,0.42,0.75,0.06,0.0,0.63,0.06,"Villano Antillano: Bzrp Music Sessions, Vol. 51",Bizarrap,1,"Villano Antillano: Bzrp Music Sessions, Vol. 51 - Single",UYB282201027,2022-06-08,2022,1633,36.2,305438624,54393,11174340,65,320765258,3672582,,,,5446011,27,10341,239,8,173006,35,440147,392,,625330,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4429,Virginia Beach,Drake,Drake,Drake,1,False,1,2023-10-06,2023,True,,,,,,,,Drake,3,88.6,95,4,2006,Hip-Hop,Canada,Male,Amen,,,,,,,,,,,,,,,,,,,,,,,,Virginia Beach,Drake,1,For All The Dogs,USUG12306066,2023-10-06,2023,981,48.8,165204421,38562,6636362,,16599214,126612,,,,35874,5,1751,,2,1924,8,5063703,5731,6243171,349915,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4430,Virtual Angel,ARTMS,ARTMS,ARTMS,1,False,1,2024-05-31,2024,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Virtual Angel,ARTMS,1,<Dall>,KRA382401742,2024-05-31,2024,1810,34.2,2371467,241,4606660,,11364565,212716,,,,,7,16,,,,7,209,,,4320,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4431,Vista Al Mar,Quevedo,Quevedo,Quevedo,1,False,2,2022-09-08,2022,False,,,105,0.76,0.56,0.49,0.8,,,,,,,,,,,Vista Al Mar,Quevedo,1,2022-09-08,2022,1769,34,362361576,16,19,21,3,4,105,,Minor,0.76,0.49,0.56,0.8,0.12,0.1,0.13,Vista Al Mar,Quevedo,1,Vista Al Mar,ZZOPM2239784,2022-09-09,2022,1303,41.2,511726944,74845,23960314,68,182250623,931096,91068,14320250,193905770,632374,15,12969,,15,49325,46,636907,315,,596476,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4432,Viva La Vida,Coldplay,Coldplay,Coldplay,1,False,2,2008-01-01,2008,False,,,138,0.49,0.62,0.42,0.09,Coldplay,29,47.8,65,7,1997,Alt Rock,UK,Group,feelslikeimfallinginlove,Viva La Vida,Coldplay,1,2008-01-01,2008,33898,62,1592909789,233,0,4095,9,0,138,F,Minor,0.49,0.42,0.62,0.09,0.0,0.11,0.03,Viva La Vida,Coldplay,1,Meu Pai � do,GBAYE0800265,2005-09-21,2005,2619,27.5,2102223775,335772,128128093,80,1412127488,8707376,1619542,244469571,2264301241,1233854544,93,258525,208,174,4371982,94,,,,54637,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4433,Vivencias,Kayz66,Kayz66,Kayz66,1,False,1,2024-06-07,2024,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vivencias,Kayz66,1,Vivencias - Single,QZNWT2449758,2024-06-07,2024,4121,20.9,11495032,4,2765,,,,,,,,,,,,,,,,,162862,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4434,Vivir Mi Vida,Marc Anthony,Marc Anthony,Marc Anthony,1,False,1,2013-07-23,2013,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vivir Mi Vida,Marc Anthony,1,3,USSD11300112,2013-07-23,2013,2210,30.4,618671056,78822,28465181,71,1398550208,4470299,722663,24693560,302300755,263879004,112,119,253,46,685724,56,381672102,384522,,4858889,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4435,Voices In My Head,Falling In Reverse,Falling In Reverse,Falling In Reverse,1,False,1,2022-05-31,2022,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voices In My Head,Falling In Reverse,1,Voices In My Head,USEP42231001,2022-05-31,2022,3644,22.5,122568479,33824,2017666,68,109752215,1100224,20900,2568996,33939631,15820345,7,51518,106,3,7303,14,28094423,9522,,365803,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4436,VOID,Melanie Martinez,Melanie Martinez,Melanie Martinez,1,False,2,2023-03-29,2023,False,,,100,0.72,0.66,0.42,0.18,,,,,,,,,,,VOID,Melanie Martinez,1,2023-03-29,2023,596,0,67070410,29,9,12,0,52,100,A,Major,0.72,0.42,0.66,0.18,0.04,0.19,0.04,VOID,Melanie Martinez,1,VOID,USAT22220418,2023-03-29,2023,4259,20.4,121386649,17170,3091212,56,36712138,1221832,136234,45708060,399701698,4725463,25,25855,16,12,200710,11,2154605,3196,2224291,232347,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4437,Vois sur ton chemin - Techno Mix,BENNETT,BENNETT,BENNETT,1,False,1,2023-08-04,2023,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vois sur ton chemin - Techno Mix,BENNETT,1,Vois sur ton chemin (Techno Mix),DEA622301801,2023-08-04,2023,198,107.8,361517395,119783,95312340,80,37192341,491577,13334,1804060,35999853,3117914,56,56118,,52,4459149,23,,,5166756,4372188,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4438,Volando - Remix,Sech,"Sech, Bad Bunny, Mora",Sech; Bad Bunny; Mora,3,False,2,2021-07-08,2021,True,,,154,0.66,0.69,0.63,0.21,,,,,,,,,,,Volando - Remix,"Sech, Bad Bunny, Mora",3,2021-07-08,2021,3272,19,610045621,101,34,70,1,2,154,F#,Major,0.66,0.63,0.69,0.21,0.0,0.11,0.07,Volando (Remix),Mora,1,Volando (Remix),QMFME2105596,2021-07-08,2021,1052,46.8,701919939,105247,22304375,68,560364244,2647485,26200,9024221,74137126,45891350,85,14824,15,21,301957,22,14229625,2125,,1404755,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4439,Volv�,Aventura,"Aventura, Bad Bunny",Aventura; Bad Bunny,2,True,2,2021-08-03,2021,True,,,176,0.73,0.86,0.79,0.42,,,,,,,,,,,Volv�,"Aventura, Bad Bunny",2,2021-08-03,2021,5375,10,673801126,138,24,133,0,1,176,C#,Major,0.73,0.79,0.86,0.42,0.0,0.07,0.18,Volv�,Aventura,1,Volv� - Si,QMFME2168127,2021-08-03,2021,1833,34.0,780755736,107320,35444438,72,89683527,493296,30301,6103064,49294071,,97,39183,129,25,383440,46,69320555,14510,,1804089,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4440,Volv�,Didi Romero,Didi Romero,Didi Romero,1,True,1,2023-01-11,2023,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Volv�,Didi Romero,1,La m�sica de @Gina Yei: #ConTodoElCoraz�nYM�s (Banda Sono,QZTJ32100010,2023-01-11,2023,1192,43.4,47586,60,2805,,543509003,3372617,,,,560891372,,,,,,,,,,136,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4441,Volver Al Futuro,Oscar Maydon,Oscar Maydon,Oscar Maydon,1,False,1,2024-05-30,2024,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Volver Al Futuro,Oscar Maydon,1,Volver Al Futuro,QZ9QQ2400330,2024-05-30,2024,1202,43.2,25593926,1247,63521139,78,7493616,162691,,,,,18,,,10,1604245,9,68326,56,1742,33433,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4442,Voz Emplumada del Monte,Biomigrant,Biomigrant,Biomigrant,1,False,1,2023-03-03,2023,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voz Emplumada del Monte,Biomigrant,1,Voz Emplumada - EP,QZ5FN2369288,2023-03-03,2023,239,100.3,42761,80,1636,16,1138846819,2113492,,,,,,5,,,,,,,,449,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
